country1	country2	distance
libya	gibraltar	1530.4868436728357
mexico	slovakia	6314.414826676263
malta	sweden	1802.3489311120857
faroe islands	ethiopia	4363.405084597647
american samoa	lithuania	9463.32264704241
tanzania	aruba	7314.580812571291
belarus	mongolia	3319.6600914495607
cape verde	afghanistan	5621.835852435455
sint maarten	sweden	4736.048828392037
bosnia and herzegovina	paraguay	6659.322548417029
british indian ocean territory	solomon islands	5956.564279953177
el salvador	slovakia	6309.6990799421565
grenada	gibraltar	3857.1554590349638
isle of man	solomon islands	9112.625289582262
papua new guinea	lebanon	7661.399639072721
burkina faso	sweden	3489.2441332457825
comoros	greenland	6895.371262175557
vatican city	lithuania	1102.8726452942708
iraq	aruba	7075.065571128019
tuvalu	aruba	7816.486130610642
israel	singapore	4940.438131466874
europa island	bassas da india	76.41009909814805
puerto rico	afghanistan	7708.381827165597
chile	afghanistan	9912.563352138755
seychelles	turkey	3293.505110824754
vatican city	solomon islands	9332.194335741191
chile	french guiana	2633.6095687126194
thailand	solomon islands	4341.152766213349
europa island	afghanistan	4180.012758274366
fiji	gibraltar	11167.300236869038
montserrat	pitcairn islands	5404.167256908552
sint maarten	solomon islands	9528.679056399622
somalia	greenland	5781.495071747025
madagascar	pitcairn islands	9316.887696674663
saint lucia	pitcairn islands	5374.490455538299
jordan	bassas da india	3629.9386477936287
tuvalu	jersey	9588.97954741064
british indian ocean territory	afghanistan	2723.250542734675
coral sea islands	ethiopia	7894.5589788606685
papua new guinea	svalbard	7123.640792978451
vatican city	jersey	864.8835585907767
south sudan	afghanistan	2874.8941981517314
bonaire	afghanistan	8096.862482367553
italy	french guiana	4815.883164286901
madagascar	turkey	4154.84421196387
saint martin	greenland	3839.631673820509
oman	afghanistan	996.1383786892065
malawi	ethiopia	1510.637730713298
bermuda	lithuania	4354.105346958353
somalia	afghanistan	2194.9755820273876
turkmenistan	lithuania	1963.8917186435474
falkland islands	singapore	8818.063179608516
maldives	federated states of micronesia	5442.8615876678405
saint kitts and nevis	gibraltar	3715.008310250676
philippines	slovakia	6101.075623148364
algeria	greenland	3437.819288399913
taiwan	svalbard	4753.689003611597
djibouti	french guiana	6534.577383254567
mexico	singapore	10018.799052005355
greece	bassas da india	4328.621611516292
cyprus	solomon islands	8555.315556914371
trinidad and tobago	slovakia	5216.964443896193
tuvalu	mongolia	5817.836832002496
guam	federated states of micronesia	765.0569442656465
gabon	bassas da india	2352.2069182695595
kosovo	greenland	2837.99854448337
belgium	ethiopia	3538.561870293218
georgia	lebanon	701.4896581041957
heard island and mcdonald islands	sweden	8549.630657154623
saint barthelemy	ethiopia	6751.814847463625
south georgia and south sandwich islands	federated states of micronesia	8902.239315629218
thailand	ethiopia	4213.45278452977
american samoa	paraguay	7167.493137537999
mauritius	lebanon	4004.9809921330398
british indian ocean territory	ethiopia	2534.734840708528
libya	bassas da india	3550.517415051121
south africa	jersey	5740.842147293748
israel	slovakia	1428.241964513599
mauritania	aruba	3862.321566616681
nicaragua	turkey	7159.676916371646
puerto rico	federated states of micronesia	9361.456125400284
luxembourg	gibraltar	1103.7022961914608
reunion	sweden	6160.198838144191
jamaica	mongolia	7994.781118833758
fiji	ethiopia	9663.357532326969
el salvador	afghanistan	8802.216921000416
curaçao	turkey	6415.194422115478
niue	federated states of micronesia	3079.897541798264
laos	lithuania	4847.632565695659
marshall islands	slovakia	7926.256502744433
nicaragua	solomon islands	8085.219980940136
netherlands	slovakia	657.458484262531
guinea	greenland	4396.385303752353
cape verde	bassas da india	5029.398341982027
uganda	slovakia	3322.4678753911976
cyprus	paraguay	7166.30126227802
togo	jersey	2854.165689888487
malta	mongolia	4518.149444216729
bangladesh	bassas da india	4612.029500447616
bhutan	pitcairn islands	9927.039358577138
hungary	jersey	1027.9989557812557
french southern and antarctic lands	aruba	9122.420373598574
saint barthelemy	singapore	10824.665920387533
brunei	bassas da india	5372.405504270062
philippines	greenland	6505.329902629265
senegal	paraguay	3922.1572858064815
tonga	lebanon	10321.979977344407
burundi	singapore	5107.551355620659
bolivia	greenland	6258.908447314152
tuvalu	french guiana	8923.559296188412
uruguay	solomon islands	8788.233724528349
west bank	gibraltar	2331.7832006013823
laos	sweden	5124.39002081834
qatar	lebanon	1088.0830657447314
cote d'ivoire	aruba	4418.238091194912
niue	pitcairn islands	2571.3648626951563
indonesia	solomon islands	2684.3144717999803
palau	afghanistan	4720.626406325809
jamaica	greenland	4003.9275672135345
barbados	gibraltar	3697.9687150474683
argentina	paraguay	842.8750875306114
comoros	paraguay	6648.965638122193
egypt	svalbard	3538.069688239098
india	afghanistan	1125.015846537169
indonesia	greenland	7728.026049027895
guam	slovakia	6999.440896397818
switzerland	lebanon	1709.7860885146663
tonga	bassas da india	8737.8619304095
saint martin	federated states of micronesia	9564.720690982374
ashmore and cartier islands	gibraltar	8864.637374050648
saint lucia	sweden	4918.98369293273
pakistan	federated states of micronesia	5567.626761493977
ashmore and cartier islands	turkey	6673.071373823084
french polynesia	sweden	8965.217857076634
gabon	solomon islands	10096.550728483555
honduras	paraguay	3256.5546071527588
bolivia	bassas da india	6691.216831310919
china	jersey	5108.016826559241
marshall islands	svalbard	6225.780174243792
united kingdom	greenland	1630.5558542952203
seychelles	singapore	3348.113057387133
czech republic	federated states of micronesia	7865.758187417542
falkland islands	pitcairn islands	4072.4824625825636
turks and caicos islands	slovakia	5150.715348204872
ecuador	ethiopia	7982.0553225599015
equatorial guinea	turkey	3003.030120401384
christmas island	ethiopia	4825.512973592223
montserrat	afghanistan	7590.369762539449
palau	lithuania	6629.052661619005
chile	aruba	2937.267548617911
pakistan	slovakia	2924.889121906589
saint martin	bassas da india	7460.897861607988
chile	singapore	10429.17215438693
cayman islands	singapore	10963.552563750865
belize	federated states of micronesia	8017.68097580831
burkina faso	lithuania	3278.5959132101957
bonaire	turkey	6375.408778933134
united states	bassas da india	9682.051384321023
colombia	turkey	6940.400390221908
angola	mongolia	6671.830248762056
curaçao	svalbard	5382.041736763532
costa rica	greenland	4657.890463738476
saint barthelemy	paraguay	2844.2655125588044
denmark	sweden	450.814425728381
bulgaria	mongolia	3774.7828177365463
saint vincent and the grenadines	aruba	592.0265846807295
netherlands	solomon islands	9012.950541005914
bulgaria	gibraltar	1674.393663497214
malawi	greenland	6771.229451155565
glorioso islands	bassas da india	851.1532176394851
british virgin islands	afghanistan	7607.374742763541
burkina faso	mongolia	6361.240010475715
palau	aruba	10352.80739225238
slovenia	afghanistan	2802.4997889244746
germany	svalbard	1846.6564665077622
jordan	mongolia	3750.142158570138
ascension	lithuania	5262.126676566144
tajikistan	slovakia	2599.432092483287
luxembourg	paraguay	6372.5064144606595
kuwait	federated states of micronesia	6896.703267090701
kyrgyzstan	jersey	3637.7926900044786
south georgia and south sandwich islands	gibraltar	6570.3976010595425
saint lucia	bassas da india	7238.717592879243
mexico	aruba	2223.1101247340916
guatemala	french guiana	2652.3420250205318
bahrain	mongolia	3269.494482596691
russia	gibraltar	4573.007621836862
thailand	mongolia	2161.4352507875883
luxembourg	lithuania	856.318654738615
turks and caicos islands	aruba	646.8062690608027
ascension	lebanon	4393.30268461749
nauru	ethiopia	8882.678218420555
philippines	singapore	1482.1666539936662
pakistan	jersey	3902.0247200773183
saint vincent and the grenadines	lithuania	5286.447267308027
brazil	lebanon	6649.084750262117
belize	lithuania	6062.672594996337
timor-leste	turkey	6646.729407878588
maldives	aruba	9673.180815078846
hong kong	lithuania	4960.58701608726
burundi	paraguay	5996.696060388854
saint pierre and miquelon	pitcairn islands	6757.5694676204175
sint maarten	aruba	598.25055067093
ireland	afghanistan	3797.6495028090612
democratic republic of the congo	paraguay	5773.103885063174
senegal	gibraltar	1620.3533630123318
cote d'ivoire	jersey	2852.7087147852108
moldova	singapore	5436.5917979310925
iraq	federated states of micronesia	7058.832688013447
belarus	ethiopia	3159.5645701249236
somalia	aruba	7989.914660358201
belize	svalbard	5314.95478547275
pakistan	solomon islands	6434.722217315013
anguilla	lithuania	5068.078170650871
guinea	federated states of micronesia	10777.130005238843
malawi	svalbard	6345.813143342803
belize	pitcairn islands	4036.0828592517446
jamaica	afghanistan	8154.017552278498
tokelau	solomon islands	1999.4584189591342
cameroon	paraguay	5126.451151762631
iran	slovakia	2081.2822348485956
marshall islands	federated states of micronesia	1083.6785109618174
india	solomon islands	5893.776214410834
belgium	sweden	875.9383645900002
haiti	turkey	6271.947305021893
qatar	pitcairn islands	12347.283235077923
christmas island	federated states of micronesia	3362.5635073643107
north korea	solomon islands	3894.6236344149484
swaziland	afghanistan	4694.372703688118
cocos (keeling) islands	french guiana	10302.20556015326
guam	lebanon	6743.608573439054
italy	slovakia	515.0941978238244
sierra leone	singapore	7930.009647097754
gaza strip	greenland	3832.327838501478
sri lanka	pitcairn islands	10034.570733906194
wallis and futuna	gibraltar	10760.056895758438
swaziland	jersey	5626.517618551642
new caledonia	slovakia	9789.565323561805
tunisia	jersey	1195.0664972186128
europa island	svalbard	6980.7880261073005
cyprus	afghanistan	1886.7586029693407
french southern and antarctic lands	slovakia	6958.141300789453
united states	ethiopia	8125.070922435889
germany	slovakia	444.0429403868338
fiji	svalbard	8225.679188231326
mauritania	solomon islands	11412.15080405767
french polynesia	pitcairn islands	946.1204808217093
slovenia	singapore	6084.887120634586
montenegro	mongolia	4033.2134766405943
djibouti	sweden	3749.047437485307
somalia	federated states of micronesia	7139.4496457010055
south korea	afghanistan	3430.9249940917834
serbia	slovakia	330.261705500112
